,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,phone_prefix,total_calls,total_minutes,total_charge
1589,AK,76,415,no,no,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,0,404,264,561.6999999999999,51.47
1590,MD,75,415,no,yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,0,367,319,619.4999999999999,66.39999999999999
1591,IL,90,415,no,yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,0,378,344,568.5,60.06
1592,CT,30,408,no,no,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,0,410,324,493.1,47.18
1593,KS,105,415,yes,no,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1,405,319,818.6999999999999,84.67
1594,MA,102,415,no,yes,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,0,392,270,441.0,42.57
1595,NJ,83,415,no,no,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,0,395,255,534.2,55.04
1596,AR,63,510,no,yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,0,330,319,592.1000000000001,63.28
1597,MS,155,408,no,no,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,0,334,308,541.0,56.269999999999996
1598,ND,82,415,no,yes,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,0,362,286,386.80000000000007,45.27
1599,IN,87,510,no,no,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,0,414,309,629.4999999999999,63.24
1600,MI,115,415,no,yes,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,0,402,347,652.2,59.0
1601,AR,99,510,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,1,387,300,767.6,81.41
1602,VT,121,415,yes,yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,0,400,368,639.2,69.7
1603,WV,54,510,no,yes,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2,0,353,289,481.6,46.529999999999994
1604,ME,105,408,no,no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,0,406,251,510.3,51.09
1605,IA,73,415,no,no,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,0,409,340,550.4,52.84
1606,CT,95,415,no,no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,0,392,359,770.0000000000001,71.16000000000001
1607,NM,21,415,no,yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,0,334,280,504.8999999999999,50.39
1608,OR,163,408,no,yes,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,0,346,294,686.5,69.86
1609,VT,57,415,no,no,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,0,368,295,700.9,64.64
1610,RI,104,408,yes,no,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,0,382,271,773.5,69.45
1611,RI,83,415,no,yes,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,0,334,262,474.7,42.47
1612,NM,141,415,no,no,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2,0,362,315,693.8,63.08
1613,AL,95,415,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,0,390,314,604.5999999999999,61.699999999999996
1614,MT,184,415,no,no,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1,1,417,291,729.5,76.98
1615,CT,74,408,no,no,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,0,384,211,658.1999999999999,59.489999999999995
1616,TN,67,415,no,no,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,0,414,312,636.6999999999999,60.51
1617,ID,104,415,yes,no,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0,0,357,328,580.3,53.58
1618,TX,71,415,no,yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,0,376,329,576.9,59.91
1619,NH,149,415,no,no,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1,368,323,504.4,47.07
1620,ND,154,408,no,yes,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,0,346,303,588.7,64.33
1621,SC,138,510,no,yes,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,0,370,370,348.0,25.52
1622,KS,117,415,no,no,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,0,372,305,576.1,61.129999999999995
1623,ME,130,408,no,no,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,5,3.05,1,0,387,372,550.5,57.4
1624,RI,73,415,no,no,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,0,366,372,591.1,66.05000000000001
1625,WI,100,510,no,yes,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0,0,369,319,818.5,78.89
1626,NC,149,510,no,no,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,0,363,284,528.4000000000001,59.550000000000004
1627,OH,29,408,no,no,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2,0,402,296,510.09999999999997,57.14
1628,WY,131,510,no,no,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,0,408,287,432.8,41.519999999999996
1629,NJ,153,510,no,no,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2,0,407,322,601.6,55.120000000000005
1630,ND,84,510,no,no,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,0,384,392,571.9000000000001,65.13
1631,WI,133,510,no,no,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2,0,380,309,576.5999999999999,57.230000000000004
1632,KY,112,415,no,no,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,0,360,339,562.9000000000001,56.89
1633,NY,87,415,no,no,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,0,399,273,661.0,63.94
1634,MO,72,415,no,no,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,0,385,336,623.9,60.940000000000005
1635,AZ,66,510,no,no,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,1,337,357,514.3,52.50000000000001
1636,MN,65,510,no,yes,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,6,2.4,1,0,354,287,699.1999999999999,66.12
1637,CO,74,415,no,no,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,0,394,310,691.1999999999999,69.89999999999999
1638,MD,116,408,no,no,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,1,405,240,516.4,52.529999999999994
1639,AR,68,510,no,no,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,0,376,285,497.79999999999995,52.17999999999999
1640,TN,68,415,no,no,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,0,397,298,611.6,64.88
1641,DE,54,415,yes,no,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,0,379,249,653.6,68.07000000000001
1642,TN,99,408,no,no,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,0,418,323,430.4,34.84
1643,WI,107,408,no,no,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0,392,280,626.9,53.58
1644,WV,124,510,no,no,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,0,355,259,528.5999999999999,56.260000000000005
1645,CT,95,415,no,yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0,375,330,842.3,87.29
1646,MN,173,510,no,no,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,1,372,398,667.1999999999999,77.3
1647,MO,110,408,no,no,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,0,356,274,556.8,60.17
1648,VA,102,510,no,no,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,0,398,330,690.2,64.27
1649,NH,130,408,no,no,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,0,390,339,443.6,38.59
1650,OK,91,408,no,yes,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,0,332,292,602.8000000000001,72.02999999999999
1651,CT,64,415,yes,no,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,1,406,362,490.40000000000003,58.45
1652,TN,176,415,no,yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,0,418,314,630.7,71.9
1653,MD,93,510,yes,no,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,1,384,289,517.9,51.02
1654,WI,84,510,no,yes,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,0,378,276,404.8,37.38
1655,SD,138,510,no,no,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3,0,350,286,587.5,53.36
1656,ND,101,415,no,yes,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,0,379,364,629.6000000000001,53.239999999999995
1657,VA,136,408,no,no,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,0,411,278,483.8,47.230000000000004
1658,UT,111,510,no,no,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,0,347,284,582.1999999999999,57.09
1659,MA,132,408,no,yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,0,341,265,503.20000000000005,57.22
1660,SD,128,415,no,no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,0,353,265,587.9000000000001,67.98
1661,AL,92,408,no,yes,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1,0,371,349,620.8,66.59
1662,AL,197,415,yes,no,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,1,395,295,537.2,52.07
1663,WV,191,408,no,no,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,0,351,314,624.5,60.449999999999996
1664,SC,99,415,no,yes,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,0,329,292,593.6999999999999,61.03
1665,FL,106,415,no,yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,0,407,340,448.7,52.57000000000001
1666,KY,88,415,no,no,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,0,405,232,698.6999999999999,63.74999999999999
1667,UT,78,415,no,no,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,0,390,310,504.99999999999994,56.04
1668,NY,98,408,no,no,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,0,403,322,543.9,54.69
1669,MS,17,408,no,yes,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,0,391,337,687.1,68.39
1670,NH,56,415,no,yes,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1,0,389,264,585.0,51.76
1671,VA,84,415,no,no,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,0,372,245,727.5999999999999,63.28
1672,VT,95,510,no,no,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0,395,265,558.7,60.4
1673,WY,16,415,no,no,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0,400,293,637.7,64.14
1674,NV,76,510,yes,no,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,1,377,284,702.9,73.25
1675,WV,93,415,no,no,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,0,384,269,600.0,55.849999999999994
1676,WA,83,408,no,no,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,0,338,302,471.2,46.480000000000004
1677,KS,123,415,no,no,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,0,332,257,589.7,58.93
1678,VT,64,408,no,no,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0,349,325,656.1999999999999,58.85
1679,OK,82,510,no,no,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1,393,301,815.8000000000001,88.66
1680,GA,107,510,no,no,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,0,385,335,571.8000000000001,60.35999999999999
1681,CO,110,510,no,no,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,0,345,308,604.5000000000001,56.2
1682,AK,96,408,no,yes,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,0,334,224,546.0,51.60999999999999
1683,TN,47,415,no,yes,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,0,332,355,676.9,67.59
1684,KY,115,510,no,no,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,0,380,306,408.30000000000007,39.81
1685,PA,69,415,no,no,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,0,395,262,490.2,48.11
1686,CT,163,408,no,yes,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,0,398,224,724.5,72.82
1687,CT,90,415,no,no,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3,0,334,301,382.3,31.339999999999996
1688,MN,98,415,no,no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,0,384,324,445.0,38.95
1689,WY,90,408,no,yes,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,0,368,250,522.6999999999999,46.7
1690,PA,174,415,no,yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,0,353,376,666.6,68.94
1691,OR,95,415,no,no,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1,348,305,689.3,75.63
1692,PA,79,415,no,no,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1,365,320,724.7,74.99
1693,OK,123,415,no,yes,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,0,393,361,633.4,66.12
1694,VT,99,415,no,no,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1,380,291,600.0,52.76
1695,ID,114,415,no,no,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,0,381,327,702.8999999999999,67.71
1696,PA,141,510,no,no,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,0,365,307,582.4,63.970000000000006
1697,NM,132,408,no,no,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,0,415,309,596.9,59.06
1698,FL,133,510,no,no,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,0,392,285,663.4000000000001,63.19
1699,TX,133,408,no,no,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,0,401,360,551.4999999999999,60.760000000000005
1700,VT,93,510,no,yes,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2,0,338,268,535.8,58.17
1701,MA,34,415,no,no,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,1,374,246,755.4000000000001,84.08
1702,OR,140,415,no,no,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,1,333,269,584.8000000000001,52.699999999999996
1703,DE,96,415,no,yes,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,0,345,287,571.5,58.46
1704,FL,144,510,no,no,0,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,5,3.13,1,1,384,280,650.8000000000001,76.34
1705,ID,24,408,no,yes,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,3,0,341,326,563.3000000000001,64.14
1706,MD,54,415,no,no,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,0,408,389,672.7,71.91999999999999
1707,WV,50,408,no,no,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,1,348,320,504.1,46.75
1708,ID,92,415,no,yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,0,417,325,553.6,58.7
1709,NV,96,408,no,no,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,0,375,191,639.9,65.89
1710,OH,146,415,no,no,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,0,358,286,679.2,63.02
1711,ID,138,415,yes,yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,0,339,307,556.1000000000001,62.74000000000001
1712,SC,102,408,no,no,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,0,368,308,563.1999999999999,58.019999999999996
1713,MO,76,510,no,no,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1,418,254,543.6,49.47
1714,NE,99,415,no,no,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,0,386,254,552.9999999999999,56.769999999999996
1715,NC,83,510,no,yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,0,366,305,599.4,52.42
1716,ME,36,510,no,yes,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,0,335,253,552.1,55.71000000000001
1717,MI,70,510,no,no,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,0,400,331,584.3,54.08999999999999
1718,AZ,109,415,yes,no,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,1,404,308,726.6,74.46000000000001
1719,AZ,100,415,no,no,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,0,333,360,531.8000000000001,56.85
1720,HI,104,408,no,no,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,0,353,340,549.5,53.910000000000004
1721,NJ,106,415,no,no,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,0,397,319,630.4000000000001,62.16
1722,MS,84,510,no,no,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,0,380,344,461.3,40.13
1723,MA,80,510,no,no,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2,0,329,280,678.4,62.75999999999999
1724,SC,100,510,no,no,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,0,348,224,404.5,38.74
1725,MN,99,408,no,no,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,0,388,326,629.4000000000001,55.76
1726,WV,50,510,no,no,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1,0,358,342,555.3,52.58
1727,MS,105,415,no,no,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,0,343,222,531.9000000000001,45.71
1728,VA,113,415,no,yes,23,149.0,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,0,401,252,596.1,57.019999999999996
1729,MS,111,415,no,yes,36,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,13.4,4,3.62,2,0,404,317,446.79999999999995,42.05
1730,NM,161,408,no,no,0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2,0,397,301,623.6999999999999,54.589999999999996
1731,TX,70,415,no,no,0,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,12.9,7,3.48,0,1,341,317,804.7,80.35000000000001
1732,HI,97,415,no,yes,43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,0,408,325,611.9999999999999,54.96
1733,WA,130,510,no,no,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,0,406,258,638.0,55.870000000000005
1734,WI,92,415,no,no,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,0,351,303,687.0,65.67999999999999
1735,CO,119,408,no,no,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4.0,0,0,368,250,503.59999999999997,49.81
1736,NV,115,415,no,no,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,1,334,346,690.4,76.64
1737,RI,134,415,no,no,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,0,413,262,574.5999999999999,53.78
1738,VA,127,408,no,yes,25,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,4.8,3,1.3,0,0,414,257,723.5999999999999,65.1
1739,NJ,80,415,no,no,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,1,330,408,742.5,80.35999999999999
1740,ND,153,415,no,yes,31,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0,0,386,344,481.0,56.45
1741,MN,85,415,no,no,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,0,363,280,730.2,73.39
1742,HI,79,415,no,no,0,41.9,124,7.12,211.0,95,17.94,237.9,55,10.71,11.4,5,3.08,1,0,334,279,502.2,38.85
1743,ND,35,415,no,no,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,0,361,290,656.0,73.75999999999999
1744,WI,120,408,no,yes,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,0,374,317,744.5,75.54
1745,MN,68,510,no,no,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,0,370,341,594.0,64.09
1746,DC,60,408,no,no,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,1,355,340,649.9000000000001,63.06
1747,KS,120,510,no,no,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,0,392,350,519.9,53.28
1748,MT,71,510,no,yes,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,0,363,379,717.1,67.77
1749,WV,124,415,no,no,0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,0,358,324,522.8,51.900000000000006
1750,ME,23,510,no,no,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,1,376,297,551.6999999999999,47.269999999999996
1751,WY,225,415,no,no,0,182.7,142,31.06,246.5,63,20.95,218.0,103,9.81,8.8,2,2.38,1,0,374,310,656.0,64.2
1752,NY,181,415,yes,no,0,161.3,83,27.42,124.4,83,10.57,262.0,98,11.79,14.1,3,3.81,0,1,421,267,561.8000000000001,53.59
1753,VT,63,415,no,no,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,0,351,316,587.2,54.269999999999996
1754,NC,54,415,yes,no,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,1,407,329,601.4000000000001,63.449999999999996
1755,MO,80,408,yes,yes,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,0,405,317,482.99999999999994,51.14
1756,NC,118,408,yes,yes,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,0,340,326,404.1,44.40999999999999
1757,NJ,42,408,yes,no,0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12.0,6,3.24,2,0,342,341,532.5999999999999,56.24
1758,OH,134,408,no,no,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,0,355,310,693.6,68.27999999999999
1759,TX,66,415,no,yes,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,0,402,307,670.5,66.48
1760,WA,66,415,no,no,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,0,336,312,706.9,68.83
1761,TN,127,415,no,yes,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,0,339,366,721.3,73.10999999999999
1762,HI,146,510,no,no,0,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,7.4,3,2.0,0,0,390,291,538.6,55.8
1763,WY,93,408,no,yes,42,166.9,101,28.37,273.2,84,23.22,171.0,106,7.69,11.5,1,3.11,1,0,360,292,622.6,62.39
1764,CT,77,415,no,no,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,1,335,265,746.1999999999999,76.08
1765,NM,111,415,no,no,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,1,348,295,494.3,50.519999999999996
1766,NJ,125,415,no,no,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,0,406,288,505.30000000000007,53.72
1767,AL,115,510,no,yes,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,0,390,299,520.9,53.39
1768,MN,115,510,yes,no,0,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,1,390,336,532.6999999999999,50.47
1769,NC,114,408,no,no,0,193.0,101,32.81,250.0,81,21.25,133.3,79,6.0,9.6,2,2.59,2,0,405,263,585.9,62.650000000000006
1770,OH,106,415,no,no,0,158.6,112,26.96,220.0,114,18.7,252.9,106,11.38,9.1,3,2.46,0,0,364,335,640.6,59.5
1771,ND,118,415,no,yes,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,0,329,345,553.1,47.99
1772,CO,59,510,no,no,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,0,331,279,486.1,52.11
